student_id,age,attendance_percentage,math_score,science_score,english_score,overall_score,final_grade
536,14,87.3,56.8,49.8,44.7,42.8,e
537,16,63.6,55.1,40.4,47.3,40.5,e
538,14,52.9,29.6,28.1,38.4,36.6,f
539,17,89.6,72.5,78.6,72.6,79.2,c
540,14,64.5,86.0,94.4,97.9,94.6,b
541,18,66.1,86.2,69.4,60.3,68.7,d
542,14,70.7,85.1,84.0,71.8,69.6,d
543,15,52.0,55.8,56.5,55.0,62.3,d
544,15,92.6,81.2,72.8,95.2,70.2,c
545,18,93.2,76.9,55.8,88.4,74.3,c
546,14,93.6,92.5,79.9,97.3,88.2,b
547,16,59.1,73.7,62.3,71.0,67.4,d
548,17,98.8,80.0,78.6,82.2,82.1,c
549,17,83.1,91.3,100.0,78.2,94.3,b
550,18,79.6,82.5,76.1,70.1,65.9,d
551,18,86.1,68.2,48.3,58.3,68.0,d
552,16,87.8,77.8,71.5,68.7,73.7,c
553,18,70.8,100.0,92.6,71.2,82.5,c
554,15,79.2,60.3,57.4,33.1,54.9,e
555,19,79.3,90.9,88.5,81.2,89.8,b
556,17,50.4,64.5,63.6,69.1,68.3,d
557,18,50.5,20.3,0.0,1.0,27.3,f
558,19,73.5,66.7,63.9,64.0,63.8,d
559,18,77.9,40.5,29.4,65.3,46.5,e
560,19,85.4,41.6,42.2,39.6,44.4,e
561,17,87.6,44.1,74.7,70.2,62.0,d
562,14,79.3,74.1,75.6,61.6,69.5,d
563,16,64.2,60.8,59.6,96.2,68.7,d
564,15,81.0,81.1,62.4,64.6,61.3,d
565,19,63.0,52.6,73.4,59.5,60.3,d
566,15,90.9,57.3,57.9,51.3,60.6,d
567,15,71.2,76.9,81.6,75.0,77.2,c
568,15,94.7,85.4,93.2,87.1,89.1,b
569,17,56.4,60.5,79.5,74.9,78.1,c
570,17,85.3,47.5,43.1,32.0,46.6,e
571,19,71.5,100.0,100.0,89.0,97.3,a
572,16,56.4,69.0,87.3,80.3,71.8,c
573,15,78.0,49.9,53.2,44.0,52.0,e
574,14,60.6,44.1,44.0,64.5,47.1,e
575,14,64.6,47.8,60.5,72.7,55.7,d
576,16,72.8,64.7,90.5,59.6,70.6,c
577,19,68.2,72.0,60.0,45.5,56.5,d
578,17,69.4,55.0,60.8,28.2,50.1,e
579,19,69.9,63.1,46.4,79.9,54.5,e
580,14,50.8,54.7,64.7,58.4,59.6,d
581,14,68.4,86.5,92.5,73.9,76.6,c
582,19,69.7,80.4,78.8,67.8,68.4,d
583,14,79.6,58.4,75.1,67.0,61.8,d
584,14,74.0,100.0,73.8,58.0,75.6,c
585,16,58.6,76.1,80.3,90.9,85.1,b
586,19,79.4,31.4,53.2,55.3,42.7,e
587,18,51.8,49.0,49.9,59.3,56.7,d
588,14,66.7,57.5,77.0,64.1,61.8,d
589,19,81.0,47.3,49.8,29.0,39.5,f
590,19,81.2,91.2,100.0,100.0,97.7,a
591,18,59.0,74.4,89.2,98.1,93.8,b
592,19,67.0,38.7,34.7,35.4,44.1,e
593,15,72.9,41.5,51.6,48.9,44.5,e
594,19,70.6,44.2,43.0,51.7,40.1,e
595,15,84.3,41.0,56.6,51.7,65.9,d
596,18,87.0,41.9,53.3,57.8,45.0,e
597,17,52.0,51.2,69.4,51.6,51.6,e
598,18,87.3,44.2,61.6,46.8,43.6,e
599,17,93.9,84.0,76.0,67.7,76.7,c
600,17,95.7,90.7,87.6,79.0,100.0,a
601,17,52.8,38.2,33.3,43.2,39.5,f
602,18,94.2,80.8,70.7,68.7,79.9,c
603,18,58.2,66.7,61.8,53.0,69.4,d
604,14,66.9,49.9,48.2,35.1,45.7,e
605,18,69.1,85.9,87.0,100.0,95.2,a
606,17,64.9,80.9,59.4,87.5,76.1,c
607,15,64.7,67.0,59.9,83.7,69.4,d
608,17,58.5,73.1,80.2,77.8,65.3,d
609,19,83.0,56.7,52.5,37.0,45.1,e
610,19,79.0,36.1,16.9,16.5,27.3,f
611,19,80.7,39.7,58.2,59.5,52.8,e
612,16,76.1,73.0,79.6,84.3,79.4,c
613,18,61.0,81.8,76.7,87.9,79.4,c
614,16,79.3,67.5,67.9,78.3,70.9,c
615,18,82.7,49.7,69.6,56.5,56.0,d
616,17,52.6,48.1,30.7,50.3,39.5,f
617,15,99.4,89.3,100.0,100.0,100.0,a
618,15,79.0,30.5,42.2,59.5,46.7,e
619,14,81.9,73.8,71.0,75.8,83.5,c
620,14,78.5,40.6,47.5,21.1,37.1,f
621,16,84.5,59.3,57.6,43.0,44.8,e
622,16,82.8,59.8,42.3,39.9,41.3,e
623,14,90.0,68.4,80.0,66.8,70.9,c
624,16,58.1,38.9,43.6,36.5,48.5,e
625,17,58.2,81.9,89.2,79.5,81.6,c
626,15,61.0,72.2,70.4,60.9,70.6,c
627,16,98.2,25.4,35.2,33.4,42.5,e
628,16,67.9,52.6,69.8,62.9,71.0,c
629,17,65.8,34.2,47.1,28.1,47.1,e
630,16,61.5,73.9,66.5,59.3,61.6,d
631,18,74.1,80.7,59.4,88.1,83.2,c
632,15,95.3,94.4,95.8,89.0,99.9,a
633,16,83.7,68.1,75.2,75.5,63.1,d
634,16,59.4,62.7,50.9,43.6,52.0,e
635,15,91.9,69.1,63.9,76.2,76.6,c
636,18,97.3,58.5,67.3,49.8,57.1,d
637,15,85.7,63.7,67.4,47.8,61.5,d
638,15,79.7,49.9,33.4,36.0,41.2,e
639,18,83.6,59.1,45.8,52.1,59.2,d
640,19,86.8,84.6,100.0,98.0,99.2,a
641,18,93.0,94.2,90.8,97.5,94.5,b
642,19,82.9,37.0,4.2,53.2,33.5,f
643,19,76.6,85.0,74.2,89.6,86.3,b
644,16,59.1,77.0,80.0,85.1,83.8,c
645,18,68.7,8.4,39.6,19.3,21.6,f
646,15,54.2,95.3,91.3,69.8,84.1,c
647,16,86.4,100.0,81.9,100.0,97.5,a
648,17,99.6,87.1,79.6,79.9,86.8,b
649,19,54.8,55.4,80.1,65.9,65.7,d
650,19,72.0,62.0,43.6,51.2,55.1,d
651,16,85.0,69.0,81.9,47.1,74.7,c
652,17,51.5,57.7,66.6,72.2,75.2,c
653,15,72.0,85.4,72.5,72.5,76.4,c
654,18,89.7,41.4,43.8,68.4,61.8,d
655,17,64.7,69.5,69.1,80.6,71.9,c
656,17,83.0,89.0,78.3,86.4,81.3,c
657,18,80.4,87.5,82.2,81.5,86.0,b
658,17,85.0,58.1,71.0,55.7,51.1,e
659,14,62.0,75.0,72.7,59.9,64.3,d
660,15,58.4,14.3,15.3,25.0,23.9,f
661,15,50.8,53.0,43.3,64.9,53.0,e
662,18,74.0,52.7,61.6,56.1,53.4,e
663,14,59.3,75.8,65.8,97.6,76.8,c
664,15,82.6,83.6,72.4,86.8,76.9,c
665,17,77.5,60.2,64.1,45.1,53.9,e
666,18,91.7,100.0,89.4,90.3,93.7,b
667,17,90.1,49.3,52.3,55.4,59.3,d
668,19,68.1,41.8,31.7,36.1,38.7,f
669,19,64.8,16.9,18.9,30.8,27.7,f
670,14,54.1,66.8,73.2,51.8,62.7,d
671,19,87.8,99.8,85.4,79.7,83.6,c
672,17,74.8,54.2,36.3,34.1,39.2,f
673,17,66.8,67.2,78.5,78.1,80.2,c
674,14,85.2,22.3,40.5,49.5,33.5,f
675,17,63.7,47.0,37.7,37.3,42.8,e
676,18,73.9,66.0,71.6,60.5,71.7,c
677,17,71.8,100.0,82.6,100.0,92.0,b
678,14,63.5,98.7,100.0,94.7,91.2,b
679,17,89.5,82.6,81.7,93.6,77.6,c
680,19,85.4,49.0,46.6,51.6,59.6,d
681,18,76.0,41.1,27.4,33.3,33.2,f
682,14,84.6,66.6,54.3,62.7,60.8,d
683,19,54.5,71.6,70.2,78.5,72.2,c
684,19,71.5,54.4,87.4,80.7,69.1,d
685,15,80.0,79.8,60.2,58.4,64.9,d
686,18,69.7,34.7,44.2,43.3,46.1,e
687,16,85.7,39.2,46.7,41.2,54.1,e
688,17,76.1,88.8,85.2,79.8,84.0,c
689,16,69.1,70.7,53.4,96.7,60.5,d
690,18,70.8,79.3,79.0,81.6,86.7,b
691,19,85.8,49.5,53.9,54.8,59.0,d
692,18,53.3,72.1,69.5,81.2,68.9,d
693,19,91.9,60.8,39.9,50.2,41.9,e
694,19,52.9,55.6,37.7,31.5,38.4,f
695,14,56.6,53.6,52.7,47.9,44.4,e
696,15,90.5,56.3,40.6,69.9,53.3,e
697,18,68.7,84.2,87.8,100.0,86.4,b
698,17,73.0,74.3,88.3,85.7,76.9,c
699,14,68.6,54.4,68.4,48.9,57.5,d
700,14,54.7,53.5,53.2,51.4,51.7,e
701,17,80.4,55.7,66.6,57.7,60.4,d
702,17,84.5,71.4,86.3,90.6,74.1,c
703,15,59.5,32.4,30.7,29.1,38.6,f
704,15,87.6,48.4,46.2,39.5,50.2,e
705,14,55.0,25.0,19.9,14.2,26.0,f
706,17,88.7,100.0,95.6,83.6,98.0,a
707,14,85.1,65.6,51.6,60.0,60.2,d
708,17,95.6,100.0,71.7,70.0,76.3,c
709,16,90.7,100.0,100.0,82.9,99.6,a
710,16,92.2,64.8,49.3,45.0,53.4,e
711,18,97.9,57.4,45.5,46.0,44.2,e
712,17,92.2,65.8,53.0,65.3,60.8,d
713,18,89.8,72.2,95.9,78.6,88.1,b
714,18,59.8,61.5,40.7,42.9,56.2,d
715,19,87.8,32.1,32.9,47.0,35.3,f
716,18,81.6,34.0,48.9,33.0,39.5,f
717,17,98.1,67.2,78.8,100.0,82.2,c
718,16,86.0,60.8,66.1,76.3,74.7,c
719,15,63.0,26.7,39.7,8.6,28.7,f
720,17,58.2,80.1,69.8,69.2,77.3,c
721,14,64.1,60.3,57.0,59.1,60.1,d
722,19,74.0,41.0,41.8,51.8,45.3,e
723,19,82.6,68.7,58.8,51.2,63.7,d
724,14,60.8,74.3,78.4,65.1,67.2,d
725,18,61.6,74.9,54.4,60.4,69.5,d
726,14,65.1,57.5,44.8,58.2,51.7,e
727,18,90.4,63.3,54.4,42.1,55.6,d
728,14,68.3,42.8,65.9,60.4,60.8,d
729,16,53.9,46.8,31.6,38.4,43.1,e
730,17,77.3,59.6,71.5,66.7,65.3,d
731,18,50.3,76.8,62.5,54.4,58.4,d
732,16,83.7,79.3,54.5,55.8,68.0,d
733,19,92.1,57.8,48.9,51.3,54.9,e
734,18,58.3,38.4,37.8,26.3,40.4,e
735,15,92.2,36.1,69.0,46.2,57.8,d
736,18,84.0,59.9,84.1,69.3,71.4,c
737,18,54.9,44.8,57.2,29.8,49.6,e
738,16,61.4,78.7,69.5,83.0,75.0,c
739,18,61.4,37.4,43.8,43.2,41.3,e
740,19,60.3,68.0,56.1,71.6,53.2,e
741,18,66.7,33.8,28.0,59.9,39.7,f
742,18,95.4,78.7,53.8,43.3,55.6,d
743,17,61.2,68.2,95.7,86.7,80.6,c
744,15,96.3,56.4,38.1,50.1,49.3,e
745,18,77.5,42.0,46.3,53.0,43.1,e
746,16,75.9,53.9,57.3,52.7,57.1,d
747,17,83.7,62.1,53.7,58.7,62.7,d
748,15,90.3,92.0,100.0,98.1,100.0,a
749,15,97.9,95.9,87.8,94.5,93.2,b
750,14,50.1,45.8,65.4,51.5,53.4,e
751,19,69.9,46.1,67.0,48.5,43.9,e
752,14,59.0,54.0,50.6,43.5,50.1,e
753,14,57.6,48.3,65.0,30.5,46.8,e
754,19,57.4,48.3,54.7,47.9,53.4,e
755,17,85.5,48.4,12.9,28.5,34.5,f
756,16,52.6,10.6,25.0,49.6,28.0,f
757,18,91.8,56.6,51.3,50.9,51.9,e
758,16,87.6,77.0,77.4,67.1,59.8,d
759,14,70.5,72.6,62.7,59.3,61.6,d
760,18,71.3,82.2,71.4,80.9,93.3,b
761,15,83.9,44.1,55.5,40.4,51.2,e
762,17,50.5,61.7,63.8,65.4,62.8,d
763,19,69.4,27.8,37.5,47.1,39.3,f
764,19,59.0,31.6,38.6,44.7,38.6,f
765,16,59.0,51.5,77.9,68.6,66.3,d
766,18,77.5,59.3,54.2,57.9,52.6,e
767,17,62.3,100.0,96.0,98.4,94.1,b
768,16,68.8,77.2,79.1,87.4,84.1,c
769,14,85.9,31.9,22.7,40.2,35.4,f
770,16,81.0,40.6,52.2,52.8,50.3,e
771,17,66.5,39.5,28.3,28.5,33.9,f
772,19,52.5,70.0,78.7,77.2,77.3,c
773,14,51.3,13.7,3.0,44.4,23.2,f
774,18,74.4,93.1,86.9,90.1,85.9,b
775,19,71.1,53.6,41.1,53.1,41.7,e
776,19,89.8,83.8,83.3,77.7,82.6,c
777,16,54.1,17.7,36.8,32.8,34.5,f
778,14,92.5,99.6,93.2,78.4,88.4,b
779,15,60.6,42.6,64.3,52.1,58.7,d
780,19,67.5,24.4,35.1,43.4,37.0,f
781,19,93.0,55.7,69.1,48.2,59.7,d
782,17,91.9,74.7,71.2,89.9,72.0,c
783,14,75.7,55.3,46.3,61.3,59.8,d
784,14,54.1,87.0,81.1,91.2,74.0,c
785,16,79.5,68.0,63.5,77.8,65.5,d
786,17,88.1,85.8,81.6,87.3,85.3,b
787,14,63.1,33.0,61.2,37.3,46.4,e
788,18,59.2,97.2,81.7,79.5,83.9,c
789,17,74.9,95.6,100.0,96.8,97.1,a
790,14,87.5,67.8,88.4,76.7,78.0,c
791,14,75.2,82.4,83.7,91.0,88.9,b
792,16,62.0,58.7,52.3,64.1,44.9,e
793,18,93.4,92.7,91.9,85.0,90.2,b
794,18,93.6,41.0,56.2,33.3,43.2,e
795,16,82.9,44.7,44.5,54.8,50.2,e
796,15,53.7,71.0,59.7,69.2,66.1,d
797,19,61.6,71.4,88.4,75.6,85.6,b
798,16,80.9,86.4,75.2,95.7,84.9,c
799,15,89.1,72.1,89.5,59.5,77.0,c
800,16,73.7,77.4,88.6,100.0,91.5,b
801,14,65.2,69.7,90.4,84.8,73.2,c
802,15,94.2,67.8,72.5,100.0,82.5,c
803,17,69.1,41.1,57.5,43.7,47.0,e
804,19,95.8,53.4,72.9,76.4,75.4,c
805,18,76.6,64.5,65.2,72.7,71.2,c
806,18,80.7,68.5,85.1,74.6,80.7,c
807,17,56.2,69.3,71.5,72.0,70.1,c
808,14,63.4,78.1,85.6,83.7,80.0,c
809,16,98.7,100.0,93.0,100.0,100.0,a
810,19,85.9,79.1,51.7,76.0,67.2,d
811,14,73.9,83.5,77.8,78.3,71.3,c
812,19,76.1,64.8,61.9,67.8,68.6,d
813,18,54.4,72.9,73.5,57.7,73.0,c
814,15,89.2,56.2,72.5,82.3,66.3,d
815,18,53.6,90.0,93.4,80.1,91.8,b
816,19,69.3,85.4,69.9,75.1,71.8,c
817,14,70.5,62.3,65.9,57.0,71.5,c
818,14,80.2,71.3,62.7,46.9,51.8,e
819,17,70.8,38.6,66.2,60.0,58.5,d
820,19,98.0,98.0,100.0,98.9,96.3,a
821,14,89.9,91.5,88.9,89.1,100.0,a
822,17,98.0,76.8,93.5,100.0,100.0,a
823,14,75.9,80.2,67.0,66.2,70.9,c
824,17,65.1,65.5,68.2,75.8,64.7,d
825,17,99.1,57.4,69.9,48.7,53.1,e
826,14,54.1,67.1,75.3,71.6,74.7,c
827,18,96.4,61.2,49.2,74.7,53.5,e
828,19,54.8,65.1,72.1,71.2,69.7,d
829,19,90.3,58.1,34.9,30.0,48.6,e
830,14,89.0,92.4,76.3,98.3,97.4,a
831,15,83.0,74.8,53.4,64.6,65.3,d
832,15,89.1,43.5,35.3,35.0,39.5,f
833,16,54.4,72.6,61.7,44.8,57.4,d
834,14,68.7,81.6,88.6,70.6,77.5,c
835,19,66.8,89.8,91.8,95.5,78.5,c
836,18,99.1,90.2,95.9,80.9,86.9,b
837,18,73.6,81.9,59.9,75.6,73.0,c
838,15,52.5,35.3,32.2,28.6,34.4,f
839,14,63.0,77.8,91.1,65.0,76.9,c
840,19,92.2,100.0,86.0,94.5,100.0,a
841,15,94.6,91.2,90.4,98.4,90.3,b
842,17,96.4,21.9,37.8,48.1,37.5,f
843,19,57.2,76.6,80.7,68.3,72.7,c
844,14,84.4,65.7,24.1,47.6,52.2,e
845,14,70.1,96.4,100.0,100.0,95.7,a
846,14,86.8,51.1,39.1,56.3,51.3,e
847,14,91.2,35.3,49.1,50.9,40.4,e
848,14,63.1,39.1,32.3,51.5,44.9,e
849,18,75.0,71.1,80.7,94.7,79.6,c
850,17,66.4,75.7,58.2,77.3,77.8,c
851,19,72.8,54.9,58.3,71.3,68.6,d
852,18,64.5,35.9,60.3,52.4,55.6,d
853,19,67.0,92.2,86.2,80.9,93.0,b
854,15,63.6,65.3,63.3,53.4,57.4,d
855,15,64.9,18.4,37.1,13.4,34.1,f
856,19,78.9,100.0,83.6,76.8,85.2,b
857,15,80.0,67.4,36.8,62.7,58.5,d
858,14,96.0,81.7,81.0,92.7,79.5,c
859,18,69.5,68.6,59.8,41.2,52.8,e
860,18,82.9,67.8,76.9,79.7,71.9,c
861,19,98.3,54.3,45.4,51.5,53.9,e
862,19,73.3,46.6,64.7,61.1,62.4,d
863,14,89.0,73.9,70.7,82.9,72.8,c
864,18,98.5,89.3,84.7,88.8,83.4,c
865,19,89.5,49.4,64.1,39.4,52.1,e
866,18,54.0,47.4,52.4,47.4,49.7,e
867,18,59.7,36.5,42.8,44.2,48.1,e
868,19,64.7,71.4,61.4,64.3,56.2,d
869,16,84.3,37.4,56.4,65.8,55.5,d
870,14,83.6,86.5,79.3,75.8,69.4,d
871,16,56.9,44.2,40.9,51.1,52.1,e
872,15,72.5,34.8,39.8,42.2,51.6,e
873,14,71.1,54.3,53.9,50.2,56.4,d
874,14,84.5,68.2,52.6,69.9,70.1,c
875,18,63.0,66.7,61.3,68.7,65.6,d
876,17,61.9,69.3,77.7,73.3,75.9,c
877,17,79.8,97.2,92.4,94.6,81.6,c
878,18,54.1,56.7,46.3,58.6,50.1,e
879,17,83.4,60.9,68.7,78.0,60.2,d
880,17,72.0,35.7,40.7,27.0,38.7,f
881,14,76.8,78.2,51.1,61.0,52.6,e
882,19,90.1,85.2,78.2,100.0,88.2,b
883,16,59.0,33.5,28.5,25.8,34.5,f
884,14,60.5,40.3,38.7,47.6,44.3,e
885,18,95.1,90.7,75.6,79.3,78.9,c
886,18,87.0,69.9,63.6,67.6,69.1,d
887,14,63.1,74.3,91.6,73.0,83.3,c
888,15,86.0,44.0,37.4,35.3,38.9,f
889,14,72.9,99.1,100.0,85.9,92.5,b
890,15,80.9,65.2,62.4,81.1,71.7,c
891,14,89.3,83.5,85.7,92.8,77.9,c
892,18,52.2,69.1,36.1,38.5,47.6,e
893,17,80.6,72.0,53.7,64.3,56.4,d
894,19,66.9,39.3,24.9,28.8,27.5,f
895,18,75.8,77.4,73.5,79.4,75.8,c
896,17,68.2,49.1,58.6,44.4,48.1,e
897,17,97.1,62.1,51.4,43.4,50.6,e
898,14,79.9,38.1,72.2,70.5,55.7,d
899,14,92.3,95.4,100.0,92.3,97.0,a
900,17,62.8,41.1,47.4,56.9,48.4,e
901,14,68.2,48.6,64.5,62.4,54.9,e
902,14,89.4,94.7,78.8,89.7,91.0,b
903,15,61.7,86.6,80.1,87.3,81.0,c
904,19,100.0,74.9,81.1,79.2,83.0,c
905,16,83.0,42.6,63.4,64.0,59.4,d
906,18,94.8,61.2,56.1,33.2,50.3,e
907,16,55.2,45.1,33.6,36.9,42.2,e
908,15,70.7,53.1,58.8,55.9,55.1,d
909,16,66.8,40.9,62.7,35.3,50.6,e
910,14,98.5,63.7,67.0,49.0,60.3,d
911,18,57.2,51.7,63.4,44.6,59.9,d
912,15,87.4,66.5,80.0,77.6,71.7,c
913,16,81.5,96.4,65.1,74.7,87.6,b
914,19,92.6,46.4,22.7,30.0,40.7,e
915,17,98.9,100.0,100.0,95.0,100.0,a
916,16,90.3,98.5,94.0,96.4,88.3,b
917,17,62.6,31.5,45.2,14.3,42.6,e
918,18,91.7,66.9,58.7,53.2,57.8,d
919,15,76.3,100.0,93.2,100.0,93.8,b
920,17,82.7,96.5,88.4,75.6,84.6,c
921,19,64.0,57.8,56.5,57.0,54.0,e
922,17,90.8,34.8,30.0,39.2,33.9,f
923,16,72.2,92.6,88.7,71.1,86.6,b
924,14,90.4,98.4,88.9,83.8,87.1,b
925,15,71.4,82.7,76.3,75.9,82.3,c
926,19,80.8,66.0,67.2,58.5,56.9,d
927,17,55.1,34.4,60.8,72.0,66.7,d
928,15,54.6,50.4,60.6,70.6,67.6,d
929,16,97.6,76.4,61.9,72.1,66.3,d
930,17,86.3,78.4,61.1,66.3,74.9,c
931,17,58.6,51.2,45.4,43.9,46.8,e
932,18,79.9,50.3,50.7,61.7,54.8,e
933,15,89.1,65.8,88.6,87.8,83.0,c
934,17,79.9,82.9,69.8,54.1,70.9,c
935,16,72.4,100.0,77.7,96.1,93.3,b
936,19,91.8,96.2,79.3,70.0,83.6,c
937,14,52.5,22.4,29.6,30.8,43.0,e
938,14,81.7,61.0,59.8,60.8,50.6,e
939,16,73.7,76.9,77.1,75.2,67.3,d
940,17,82.4,52.1,49.9,39.3,46.4,e
941,18,64.5,67.2,72.8,67.4,66.3,d
942,16,58.1,36.1,43.3,47.0,42.5,e
943,19,98.7,60.3,57.1,45.9,54.7,e
944,16,93.2,55.5,53.8,37.0,59.8,d
945,14,95.4,72.8,62.1,68.4,65.6,d
946,14,88.4,28.0,39.5,47.2,32.5,f
947,19,53.2,61.1,55.0,57.0,63.6,d
948,14,81.4,37.9,47.7,45.8,46.4,e
949,19,69.1,95.0,89.3,100.0,95.2,a
950,15,66.7,66.0,59.3,79.6,65.6,d
951,14,62.5,98.7,96.3,90.0,86.1,b
952,15,59.0,86.4,90.0,80.2,85.1,b
953,17,57.0,47.9,78.4,77.2,76.0,c
954,16,56.1,100.0,72.9,78.6,82.2,c
955,18,85.6,44.6,50.4,46.6,50.4,e
956,17,96.5,39.2,52.8,61.5,55.7,d
957,16,69.0,85.8,63.4,78.8,74.9,c
958,17,55.3,75.5,71.8,71.0,66.8,d
959,19,61.1,52.2,59.7,52.6,55.4,d
960,16,87.3,76.0,69.4,100.0,88.2,b
961,14,67.4,35.9,31.4,25.2,33.2,f
962,16,83.1,35.4,54.9,21.6,39.3,f
963,19,60.3,76.9,78.5,70.0,76.4,c
964,15,87.8,69.6,84.4,72.6,68.9,d
965,19,82.8,76.2,98.5,93.2,95.3,a
966,17,61.1,66.4,77.1,61.6,72.1,c
967,17,96.6,57.9,60.6,75.5,62.5,d
968,15,76.1,40.3,33.1,21.1,41.1,e
969,19,61.0,42.5,33.6,40.6,42.3,e
970,14,78.3,46.5,72.9,62.0,62.9,d
971,15,70.8,77.2,81.3,100.0,83.4,c
972,16,95.9,73.1,71.1,84.9,75.8,c
973,16,65.5,71.5,90.9,79.1,74.0,c
974,16,94.3,80.2,88.9,91.8,69.7,d
975,14,87.1,54.0,48.8,53.8,46.9,e
976,15,84.0,85.8,42.6,67.0,58.1,d
977,14,59.2,36.4,46.2,42.2,47.1,e
978,17,54.3,45.3,26.7,49.3,36.1,f
979,16,93.2,73.6,59.2,60.4,70.2,c
980,17,78.5,56.1,71.7,53.0,59.2,d
981,17,98.3,45.9,31.0,58.8,42.4,e
982,18,75.8,82.3,64.2,70.1,70.5,c
983,17,79.6,74.2,75.3,79.0,77.1,c
984,17,99.9,55.7,34.9,63.7,45.4,e
985,17,85.8,79.6,71.1,69.9,76.6,c
986,17,68.0,28.4,17.4,28.2,27.6,f
987,17,91.4,96.3,60.9,58.2,72.6,c
988,15,64.8,68.1,76.0,85.3,77.1,c
989,15,76.3,79.5,72.1,80.7,72.5,c
990,18,61.9,78.5,54.6,70.8,67.3,d
991,16,99.7,71.0,54.3,58.6,66.4,d
992,17,96.7,52.1,42.9,59.6,54.9,e
993,15,93.7,70.1,55.6,60.2,67.6,d
994,16,70.1,34.2,46.4,33.8,47.8,e
995,17,86.4,43.6,54.6,62.2,52.2,e
996,17,63.0,63.3,50.2,56.5,54.7,e
997,17,69.5,43.9,61.3,45.8,49.5,e
998,16,90.2,48.7,72.1,65.8,59.6,d
999,19,52.8,72.1,51.2,55.8,68.3,d
1000,17,52.5,72.5,78.2,86.8,77.4,c
1001,18,83.1,90.1,68.1,91.2,85.1,b
1002,18,88.7,100.0,84.8,69.0,84.0,c
1003,17,69.2,85.8,96.3,99.1,86.9,b
1004,19,83.7,62.3,69.7,90.4,66.5,d
1005,14,95.1,71.1,73.4,95.9,81.5,c
1006,19,55.0,65.9,84.5,86.9,73.8,c
1007,19,91.5,86.2,82.8,89.4,90.3,b
1008,17,79.1,60.0,76.8,56.2,74.9,c
1009,18,71.1,100.0,84.7,92.7,93.9,b
1010,17,52.6,58.8,64.7,60.3,61.9,d
1011,15,69.2,98.3,89.9,90.6,92.8,b
1012,18,89.7,70.2,48.9,61.2,66.0,d
1013,15,77.1,48.2,39.3,46.6,43.2,e
1014,15,58.8,30.9,39.8,27.0,33.2,f
1015,17,61.6,66.5,69.4,49.6,57.7,d
1016,19,92.4,41.9,28.3,30.1,32.2,f
1017,16,71.6,35.9,43.6,32.4,33.4,f
1018,16,54.8,31.9,38.6,38.8,43.9,e
1019,14,98.7,86.3,94.2,87.0,73.6,c
1020,14,62.7,30.9,29.3,41.2,36.4,f
1021,14,89.8,80.2,70.8,77.6,70.3,c
1022,14,50.6,75.8,59.2,80.7,71.2,c
1023,19,62.8,75.6,82.4,80.3,84.5,c
1024,19,66.9,69.7,71.9,83.6,66.0,d
1025,18,93.0,45.2,78.2,57.7,50.1,e
1026,14,87.4,88.6,87.2,99.2,93.9,b
1027,14,65.4,89.0,53.6,63.5,75.3,c
1028,15,89.4,50.6,74.5,53.6,62.8,d
1029,17,90.5,49.7,49.1,54.0,48.6,e
1030,16,75.6,72.4,76.0,52.2,62.6,d
1031,16,75.4,92.3,80.1,86.6,91.3,b
1032,15,75.5,83.7,100.0,93.8,92.2,b
1033,18,58.4,77.1,65.4,67.9,71.3,c
1034,15,90.6,95.0,98.0,100.0,100.0,a
1035,14,85.7,72.8,77.2,85.7,76.1,c
1036,18,92.5,32.3,41.5,42.4,52.8,e
1037,19,90.8,43.5,30.1,29.4,33.6,f
1038,14,89.3,45.2,21.7,35.9,38.7,f
1039,16,89.0,50.0,49.5,41.1,43.3,e
1040,18,97.2,43.2,47.8,55.8,52.3,e
1041,18,80.3,49.6,34.1,35.3,60.7,d
1042,19,91.4,99.9,91.1,94.7,95.0,b
1043,16,90.1,36.7,37.7,10.4,34.8,f
1044,16,63.5,91.7,75.5,77.8,72.4,c
1045,18,78.3,89.9,100.0,78.8,83.5,c
1046,14,86.5,46.3,57.0,56.8,55.2,d
1047,15,55.2,23.2,30.3,30.2,32.8,f
1048,17,76.5,57.2,53.0,63.7,54.4,e
1049,18,50.1,88.5,98.0,74.4,81.6,c
1050,14,62.0,89.9,69.3,75.9,78.6,c
1051,17,74.3,31.6,23.4,33.7,27.7,f
1052,16,65.3,56.1,69.7,83.2,62.4,d
1053,17,88.6,87.3,93.7,84.1,91.6,b
1054,19,81.9,34.7,35.9,58.0,46.8,e
1055,14,63.4,71.2,61.4,46.7,59.0,d
1056,19,50.9,58.9,76.1,50.7,58.3,d
1057,16,62.7,14.0,44.3,61.4,45.1,e
1058,18,76.0,86.3,76.2,82.3,80.5,c
1059,16,88.1,45.8,46.1,46.4,46.2,e
1060,15,80.2,75.1,78.4,76.5,80.4,c
1061,18,52.8,73.5,92.9,65.4,71.0,c
1062,18,73.3,45.2,51.5,37.8,42.8,e
1063,14,98.0,88.4,60.5,93.3,81.4,c
1064,18,95.2,47.3,56.4,33.1,43.1,e
1065,18,87.1,52.1,44.2,37.4,48.9,e
1066,16,64.2,45.3,51.6,40.5,49.2,e
1067,19,51.1,78.3,78.4,65.2,68.7,d
1068,17,72.8,70.0,100.0,70.3,90.2,b
1069,16,68.7,43.2,44.6,29.8,40.4,e
